,0,1,2,3,4
2,20,10,0.30000000000000004,0.637404750671998,0.3544255154809944
1,20,10,0.2,0.6687706380377454,0.5742983145188078
20,30,15,0.1,0.11720690498382967,0.044930788909304006
17,25,22,0.2,0.7683402619464548,0.5881987414473385
5,20,15,0.2,0.4601882685169263,0.31215152464642626
36,35,22,0.1,0.3695107853896799,0.34146438699145
26,30,20,0.30000000000000004,0.7341024043113249,0.48856666424238876
38,35,22,0.30000000000000004,0.7413571761699268,0.47673426805277863
40,35,27,0.1,0.28094979870723213,0.11636728238332501
11,25,12,0.4,0.3846342918683743,0.17139873732855787
16,25,22,0.1,0.4412300161030808,0.4737692883245387
12,25,17,0.1,0.023138302649304,0.0
3,20,10,0.4,0.2996946887809183,0.1240212311695384
0,20,10,0.1,0.023138302649304,0.0
13,25,17,0.2,0.6987409560900806,0.5570555273299829
23,30,15,0.4,0.4568487210378369,0.19522366550003753
15,25,17,0.4,0.5236950532705773,0.20784800640521886
9,25,12,0.2,0.7356274879759122,0.6568885806827967
25,30,20,0.2,0.7711526997947339,0.5938116486771435
37,35,22,0.2,0.7142997453363525,0.6283634437835837
27,30,20,0.4,0.5163509895607894,0.3331904466166815
6,20,15,0.30000000000000004,0.6572718339796016,0.41920025905786396
34,35,17,0.30000000000000004,0.5567701991309395,0.3109228014843179
8,25,12,0.1,0.3106427670848736,0.15525465504633032
35,35,17,0.4,0.4733655919958429,0.22207072371126144
48,40,20,0.1,0.1476497030012774,0.2782571084783025
21,30,15,0.2,0.5579128698340097,0.41861780042322266
7,20,15,0.4,0.3690999651190606,0.1722710943233871
49,40,20,0.2,0.7200348363309758,0.63622019965226
4,20,15,0.1,0.21045284810600573,0.08538440769895529
10,25,12,0.30000000000000004,0.6400508009870727,0.29751011262038546
22,30,15,0.30000000000000004,0.6990190042873228,0.41484989936813693
24,30,20,0.1,0.023138302649304,0.0
32,35,17,0.1,0.38254659688455656,0.34660059287831735
43,35,27,0.4,0.4851832158861951,0.31774263223759786
39,35,22,0.4,0.4954142431502489,0.3199800901866857
19,25,22,0.4,0.5602860123056891,0.28261194285108027
29,30,25,0.2,0.6817654192509824,0.5662711574641744
30,30,25,0.30000000000000004,0.6309119314222592,0.5061607371865291
14,25,17,0.30000000000000004,0.5363088229859458,0.32745317082013065
33,35,17,0.2,0.7069465053906366,0.5708019960707083
18,25,22,0.30000000000000004,0.69605382243053,0.46526644135915934
42,35,27,0.30000000000000004,0.642903572852202,0.42656189121297294
45,35,32,0.2,0.532816413028367,0.5502923634125729
31,30,25,0.4,0.5519982070621151,0.28641663332323264
28,30,25,0.1,0.4521957494114687,0.35914233038628507
44,35,32,0.1,0.24222053866013912,0.23735724861493415
41,35,27,0.2,0.7740224840042003,0.6110613944116569
47,35,32,0.4,0.49867044690854917,0.3590202415044383
50,40,20,0.30000000000000004,0.6696734740923119,0.4374826878093984
51,40,20,0.4,0.484614892351854,0.3158945607571969
55,40,25,0.4,0.5658874768740871,0.38778652421106363
67,45,22,0.4,0.42928226634397204,0.322590260923674
53,40,25,0.2,0.764828007446227,0.5882239184814877
46,35,32,0.30000000000000004,0.6876154980082537,0.588915169070039
54,40,25,0.30000000000000004,0.7409907157402044,0.48042141201386224
71,45,27,0.4,0.48466312273494166,0.33812392295484234
86,50,25,0.30000000000000004,0.6043101037729349,0.491934367554525
59,40,30,0.4,0.4874072768000449,0.33640978440462876
65,45,22,0.2,0.7999965150726612,0.6421318647876995
68,45,27,0.1,0.11326754603725911,0.02670029254560259
57,40,30,0.2,0.6182539720217038,0.5701789664686793
69,45,27,0.2,0.7042514303812122,0.6003989567412562
66,45,22,0.30000000000000004,0.6292943873372329,0.5522456072212266
52,40,25,0.1,0.24693321930960366,0.24552231197095625
61,40,35,0.2,0.6998809316497108,0.5850767049705878
85,50,25,0.2,0.8096462340310727,0.6479991994794719
74,45,32,0.30000000000000004,0.539664651738589,0.4999041546724802
60,40,35,0.1,0.258294876787844,0.26213953061853484
56,40,30,0.1,0.3399586359086199,0.3015083013801692
70,45,27,0.30000000000000004,0.5454947547266511,0.5224656131185917
84,50,25,0.1,0.272256052538906,0.2570877170325213
75,45,32,0.4,0.538563810908044,0.4715289445044196
64,45,22,0.1,0.25037862544442707,0.31090156218880594
73,45,32,0.2,0.5976620592335938,0.5446755087073796
58,40,30,0.30000000000000004,0.6493699849909024,0.48479558391726396
78,45,37,0.30000000000000004,0.5339994351365088,0.4887404380440856
79,45,37,0.4,0.506014793375981,0.41258256700602186
89,50,30,0.2,0.6333757671166005,0.5640074421446856
72,45,32,0.1,0.2598249045750755,0.2668098831342993
90,50,30,0.30000000000000004,0.60840955510567,0.5228276008371925
87,50,25,0.4,0.6657549406760674,0.4207024576220687
63,40,35,0.4,0.49465963805810254,0.3643394080181613
88,50,30,0.1,0.26117535018378213,0.26566248506652435
62,40,35,0.30000000000000004,0.5117703475345278,0.49485957959253757
93,50,35,0.2,0.5182355054273704,0.45903562399172254
77,45,37,0.2,0.7202086777469643,0.59391447921733
91,50,30,0.4,0.584760627099748,0.474581989164239
94,50,35,0.30000000000000004,0.6004788293209452,0.5132438266648717
76,45,37,0.1,0.11349211590942838,0.045022119945573535
82,45,42,0.30000000000000004,0.5310092911733678,0.48144702618410956
92,50,35,0.1,0.16655660639731631,0.2162941592889333
81,45,42,0.2,0.695423816427198,0.5557647929081176
95,50,35,0.4,0.6518627680425829,0.44172768653129824
104,55,27,0.1,0.26217410819595216,0.2684048249635406
80,45,42,0.1,0.11324925976881313,0.04492737911534056
96,50,40,0.1,0.11327214822165693,0.044831932701527986
83,45,42,0.4,0.5013322421097867,0.4084308545193302
110,55,32,0.30000000000000004,0.6597332104161693,0.48753021836063987
99,50,40,0.4,0.6533540058388769,0.46885189114699044
105,55,27,0.2,0.737892707684505,0.6299898394172976
97,50,40,0.2,0.42677154152679003,0.4057159833616234
98,50,40,0.30000000000000004,0.6166538545566363,0.5383230550603205
106,55,27,0.30000000000000004,0.6725880827357208,0.5244413389370971
111,55,32,0.4,0.5826157433225195,0.4736467817053752
108,55,32,0.1,0.25864521630108733,0.26401951272954854
100,50,45,0.1,0.1655290426087324,0.2114933154239786
114,55,37,0.30000000000000004,0.6191823168128008,0.5433324290079489
130,60,30,0.30000000000000004,0.6818464892922477,0.5647995776254446
107,55,27,0.4,0.6653386176847365,0.4607089200265236
109,55,32,0.2,0.6124856620985456,0.534630132974123
103,50,45,0.4,0.6251975258796099,0.40733852267679205
102,50,45,0.30000000000000004,0.6135222112843128,0.5327253104319076
113,55,37,0.2,0.44289843307760984,0.4015518751587735
133,60,35,0.2,0.625310054237895,0.5282652850947706
128,60,30,0.1,0.46070410564291325,0.4169071379174544
101,50,45,0.2,0.5130621584768557,0.4606182518000726
116,55,42,0.1,0.11315843493100033,0.04482010977560336
115,55,37,0.4,0.6568291554171822,0.474878777976391
112,55,37,0.1,0.16609372460374414,0.21474801381159703
129,60,30,0.2,0.6508365097016431,0.5635957655290736
118,55,42,0.30000000000000004,0.6127135213227981,0.5323219750654772
132,60,35,0.1,0.2646486319426539,0.2727475494305787
131,60,30,0.4,0.6666771055109639,0.49195511996598007
119,55,42,0.4,0.652200163959809,0.4677292007079346
117,55,42,0.2,0.5246848232657553,0.4561264590981297
126,55,52,0.30000000000000004,0.6521951932767232,0.48637075703556004
134,60,35,0.30000000000000004,0.663385304184591,0.5129877232523943
124,55,52,0.1,0.07402847041827376,0.1507896465293518
123,55,47,0.4,0.6226743836954463,0.404311354341809
120,55,47,0.1,0.16525468802463186,0.2096818680512812
135,60,35,0.4,0.6525523931302689,0.44237570114188646
142,60,45,0.30000000000000004,0.5958162674386284,0.4827878173258814
154,65,32,0.30000000000000004,0.671438497674302,0.49716009567518776
121,55,47,0.2,0.6105167727003888,0.5275329324303433
141,60,45,0.2,0.5395609278895123,0.5005969938253183
139,60,40,0.4,0.6521872399984325,0.46846412422928024
152,65,32,0.1,0.2656325010966091,0.277803429021305
136,60,40,0.1,0.11329512691381903,0.04472083004938666
153,65,32,0.2,0.7239784841692063,0.6099400878996416
137,60,40,0.2,0.5532999056647606,0.5279648575688247
127,55,52,0.4,0.5726352371466602,0.4481008958547681
138,60,40,0.30000000000000004,0.6259017940500519,0.5384455345073871
146,60,50,0.30000000000000004,0.6578287756503827,0.5109136284240869
122,55,47,0.30000000000000004,0.6096907014465607,0.5254896129464414
125,55,52,0.2,0.6809391139418715,0.5443621406757647
140,60,45,0.1,0.26306085937611706,0.2648061970227207
143,60,45,0.4,0.6303055804974033,0.4368646752419012
145,60,50,0.2,0.6097724553072484,0.5326138917404442
157,65,37,0.2,0.6407408551792394,0.5478090547552737
156,65,37,0.1,0.20428499225931737,0.09969082444671991
144,60,50,0.1,0.164760841847058,0.20692762902259065
155,65,32,0.4,0.6593001917157776,0.4474249449831666
151,60,55,0.4,0.5823527057960984,0.47519858361671163
158,65,37,0.30000000000000004,0.6922102297823073,0.565252370182796
147,60,50,0.4,0.5617020626340227,0.42209375524823456
162,65,42,0.30000000000000004,0.624449145816313,0.537452950392372
159,65,37,0.4,0.6484771474207807,0.43499615451890106
164,65,47,0.1,0.023138302649304,0.0
163,65,42,0.4,0.5970064886256748,0.46541048308986527
150,60,55,0.30000000000000004,0.6097398924749634,0.5244048344625272
148,60,55,0.1,0.023138302649304,0.0
149,60,55,0.2,0.6012025378733128,0.525082974408567
160,65,42,0.1,0.20376729260241036,0.09935899847268018
166,65,47,0.30000000000000004,0.5998893842206353,0.5280063156211938
180,70,35,0.1,0.20487427626862537,0.10015192878925193
161,65,42,0.2,0.621182917486685,0.5527074906114068
175,65,57,0.4,0.5900963929460714,0.46566588266602305
167,65,47,0.4,0.5727625448052635,0.48737122292354956
183,70,35,0.4,0.620464976187414,0.5021108732715703
165,65,47,0.2,0.5237098305844876,0.45960639295531597
186,70,40,0.30000000000000004,0.6925742959215062,0.5486481592688054
182,70,35,0.30000000000000004,0.686996422215785,0.5399690873478669
184,70,40,0.1,0.20401238240361705,0.09946431075794185
194,70,50,0.30000000000000004,0.6019641876401052,0.5111394836455231
169,65,52,0.2,0.6186373089582743,0.5514454969801955
170,65,52,0.30000000000000004,0.5947853042728946,0.4832515725887684
168,65,52,0.1,0.023138302649304,0.0
171,65,52,0.4,0.573735738754759,0.4653930374976267
172,65,57,0.1,0.023138302649304,0.0
